Apartment_ID,Location,Postal Code,Number of Floors,Number of Rooms,Ceiling Finish,Room Size (sq. meters),Year Built,Month Built,Utilities Available,Price of Apartment,Price of Apartment (USD)
NRAS000152,NorthEast_Plateau State_380 SDA Street,489419.0,11.0,10.0,Plaster,26.774306159065134,1988.0,10.0,"Gas, Electricity, Internet",7437388.0,9916.517333333331
NRAS000153,NorthWest_Benue State_232 Broadway Road,337446.0,4.0,5.0,POP,24.05470189487267,2020.0,3.0,Water Supply,41815064.0,55753.418666666665
NRAS000154,SouthWest_Taraba State_14 Unity Avenue,806206.0,15.0,3.0,Wood,12.152237309631918,1992.0,9.0,"Electricity, Water Supply, Internet, Gas, Solar Power",4300060.0,5733.413333333333
NRAS000155,SouthWest_Abia State_220 SDA Street,589323.0,6.0,4.0,POP,45.88794958317972,1992.0,10.0,"Water Supply, Electricity, Solar Power, Gas, Internet",21949060.0,29265.41333333333
NRAS000156,NorthWest_Adamawa State_1 SDA Street,797223.0,12.0,6.0,Plaster,34.518058421631025,2003.0,7.0,"Water Supply, Gas",35099668.0,46799.55733333333
NRAS000157,SouthEast_Kano State_338 Unity Avenue,825236.0,8.0,3.0,PVC,12.200915492215897,2022.0,1.0,"Water Supply, Electricity, Internet",21395688.0,28527.584
NRAS000158,NorthCentral_Borno State_95 Main Street,502680.0,1.0,1.0,Gypsum,19.728628864946195,2013.0,12.0,"Electricity, Solar Power, Gas",34213255.0,45617.67333333333
NRAS000159,NorthCentral_Ekiti State_484 Crescent Lane,894814.0,2.0,10.0,POP,41.44148475933483,2015.0,4.0,"Gas, Electricity, Internet, Solar Power, Water Supply",40658507.0,54211.34266666666
NRAS000160,NorthWest_Kwara State_390 Crescent Lane,942591.0,14.0,9.0,PVC,14.719367360281993,1953.0,9.0,"Gas, Solar Power, Internet",11681115.0,15574.82
NRAS000161,SouthWest_Bauchi State_260 Main Street,866414.0,6.0,5.0,PVC,37.06931723796156,1965.0,5.0,"Gas, Water Supply, Internet, Electricity, Solar Power",26729081.0,35638.774666666664
NRAS000162,SouthWest_Ebonyi State_20 Broadway Road,649608.0,9.0,6.0,Plaster,27.714525247767924,1952.0,12.0,"Electricity, Solar Power",25490940.0,33987.92
NRAS000163,NorthEast_Lagos State_253 Main Street,528884.0,2.0,1.0,POP,19.77455935260439,1959.0,7.0,"Internet, Water Supply, Gas, Electricity, Solar Power",11726793.0,15635.724
NRAS000164,SouthEast_Imo State_66 Main Street,410370.0,7.0,1.0,Wood,15.094365822799842,1960.0,6.0,"Solar Power, Gas, Electricity, Internet, Water Supply",20241141.0,26988.188
NRAS000165,NorthEast_Borno State_36 Unity Avenue,879069.0,2.0,9.0,PVC,41.42118707476077,1969.0,5.0,Internet,15696405.0,20928.54
NRAS000166,SouthWest_Abia State_64 Unity Avenue,753528.0,1.0,5.0,PVC,49.07937112994337,1971.0,11.0,"Gas, Electricity",30078209.0,40104.278666666665
NRAS000167,NorthWest_Oyo State_303 Main Street,575132.0,15.0,9.0,Wood,21.87837493035936,2025.0,6.0,"Water Supply, Electricity, Gas, Solar Power",9243096.0,12324.128
NRAS000168,NorthCentral_Ondo State_484 Main Street,931339.0,9.0,3.0,Plaster,29.97292082891744,1989.0,3.0,"Electricity, Water Supply, Solar Power, Gas, Internet",7897129.0,10529.505333333333
NRAS000169,NorthEast_Zamfara State_337 Unity Avenue,825282.0,9.0,5.0,Wood,38.54909158768344,1994.0,11.0,"Water Supply, Internet, Gas",9960933.0,13281.244
NRAS000170,NorthCentral_Kogi State_250 Crescent Lane,992876.0,14.0,9.0,Plaster,18.81133351371656,1986.0,10.0,Gas,28119847.0,37493.12933333333
NRAS000171,NorthCentral_Adamawa State_10 Broadway Road,451875.0,3.0,7.0,POP,26.71606126196848,1959.0,9.0,"Solar Power, Gas, Water Supply",18926771.0,25235.694666666663
NRAS000172,SouthWest_Zamfara State_78 Unity Avenue,353383.0,9.0,6.0,Wood,36.36918169449744,1999.0,8.0,"Internet, Solar Power",17212238.0,22949.65066666667
NRAS000173,NorthCentral_Benue State_355 Broadway Road,941894.0,10.0,7.0,Plaster,29.93486892773652,1953.0,1.0,Gas,33934143.0,45245.524
NRAS000174,NorthWest_Osun State_424 Main Street,593012.0,7.0,1.0,PVC,27.30479059539165,1979.0,1.0,"Water Supply, Gas, Internet, Electricity, Solar Power",12860099.0,17146.798666666666
NRAS000175,SouthEast_Plateau State_22 Broadway Road,861967.0,4.0,8.0,Plaster,22.623210578785027,1999.0,10.0,"Internet, Electricity, Solar Power, Water Supply",40345717.0,53794.28933333333
NRAS000176,SouthWest_Taraba State_493 Broadway Road,981295.0,9.0,6.0,PVC,21.591961461252247,1961.0,4.0,"Electricity, Water Supply, Gas, Internet, Solar Power",2047246.0,2729.661333333333
NRAS000177,SouthEast_Benue State_166 Broadway Road,649529.0,3.0,10.0,Gypsum,24.01443346077433,1989.0,5.0,"Water Supply, Electricity, Gas",22814225.0,30418.966666666667
NRAS000178,NorthCentral_Borno State_90 Broadway Road,966404.0,4.0,5.0,PVC,15.2265579926146,1984.0,2.0,"Internet, Solar Power, Electricity, Water Supply, Gas",16552154.0,22069.538666666667
NRAS000179,SouthWest_Kano State_173 Crescent Lane,323396.0,4.0,2.0,PVC,24.88013969161171,1980.0,4.0,"Solar Power, Electricity, Internet",26128034.0,34837.378666666664
NRAS000180,SouthEast_Zamfara State_483 Main Street,995763.0,13.0,5.0,POP,23.964323880874105,1954.0,8.0,"Gas, Water Supply, Electricity, Internet, Solar Power",38938476.0,51917.968
NRAS000181,SouthWest_Anambra State_50 Unity Avenue,633256.0,4.0,8.0,PVC,35.75772028880961,2005.0,7.0,Solar Power,4624819.0,6166.425333333334
NRAS000182,SouthWest_Ekiti State_331 SDA Street,845185.0,4.0,10.0,Plaster,13.85917171266632,1961.0,8.0,"Internet, Solar Power, Electricity",32723732.0,43631.64266666667
NRAS000183,SouthWest_Bauchi State_208 Broadway Road,363461.0,14.0,7.0,PVC,25.317906258503413,2014.0,7.0,"Gas, Solar Power, Electricity",8571341.0,11428.454666666668
NRAS000184,NorthCentral_Zamfara State_126 Unity Avenue,695803.0,14.0,7.0,Plaster,28.28774619844157,1987.0,2.0,"Solar Power, Internet",28797111.0,38396.148
NRAS000185,NorthEast_Kaduna State_202 Main Street,491013.0,6.0,1.0,Plaster,36.07097306127939,2023.0,9.0,Solar Power,21100251.0,28133.668
NRAS000186,NorthEast_Kebbi State_173 Main Street,502882.0,12.0,8.0,PVC,27.83287708790697,2024.0,10.0,"Internet, Solar Power, Water Supply",18563006.0,24750.674666666662
NRAS000187,SouthEast_Ebonyi State_473 SDA Street,663560.0,5.0,3.0,PVC,27.307519733162952,1995.0,6.0,"Solar Power, Gas, Internet",16171208.0,21561.610666666667
NRAS000188,NorthEast_Imo State_283 Main Street,160327.0,8.0,3.0,Wood,30.395305889440777,2020.0,8.0,"Water Supply, Solar Power, Gas, Electricity, Internet",49199241.0,65598.988
NRAS000189,SouthWest_Kogi State_364 Crescent Lane,718568.0,10.0,7.0,POP,28.430534411966384,2005.0,12.0,"Water Supply, Gas",23410184.0,31213.578666666668
NRAS000190,SouthEast_Imo State_290 Main Street,910448.0,8.0,3.0,Wood,25.675756511135887,1988.0,7.0,Water Supply,43032927.0,57377.236
NRAS000191,SouthEast_Lagos State_330 Unity Avenue,962217.0,4.0,1.0,PVC,31.810326698840285,1950.0,3.0,"Water Supply, Gas, Internet, Electricity, Solar Power",17581425.0,23441.9
NRAS000192,NorthCentral_Benue State_104 Broadway Road,324714.0,12.0,4.0,PVC,49.26257359593939,2023.0,3.0,"Solar Power, Internet, Gas, Electricity, Water Supply",10586745.0,14115.66
NRAS000193,SouthEast_Imo State_98 Crescent Lane,661603.0,1.0,4.0,POP,,1959.0,5.0,"Internet, Gas, Electricity",33406767.0,44542.356
NRAS000194,NorthWest_Osun State_300 Broadway Road,295001.0,11.0,2.0,POP,44.74240039892658,2003.0,5.0,"Gas, Electricity, Water Supply, Solar Power, Internet",2982205.0,3976.2733333333335
NRAS000195,SouthWest_Kaduna State_212 Main Street,367731.0,5.0,7.0,Gypsum,47.28303258307415,2015.0,8.0,Solar Power,21968980.0,29291.97333333333
NRAS000196,NorthEast_Imo State_235 Unity Avenue,550183.0,12.0,8.0,Wood,25.59498829583355,1973.0,1.0,"Electricity, Gas, Internet, Solar Power",23931166.0,31908.22133333333
NRAS000197,SouthWest_Abia State_442 SDA Street,566168.0,10.0,8.0,Wood,44.204352649889785,1955.0,1.0,"Internet, Electricity, Solar Power",35078411.0,46771.21466666667
NRAS000198,SouthWest_Lagos State_351 SDA Street,716056.0,10.0,6.0,POP,38.76302152780884,2010.0,2.0,"Electricity, Solar Power",13280902.0,17707.869333333332
NRAS000199,SouthWest_Taraba State_465 Unity Avenue,647282.0,4.0,3.0,Wood,19.31709169425408,2013.0,8.0,"Water Supply, Electricity, Internet, Solar Power, Gas",32383873.0,43178.49733333333
NRAS000200,NorthCentral_Bauchi State_212 SDA Street,837100.0,14.0,5.0,Plaster,15.326629549230065,1993.0,2.0,Gas,36591229.0,48788.30533333333
NRAS000201,NorthEast_Kwara State_325 Broadway Road,246599.0,1.0,6.0,Gypsum,25.86389256893028,1986.0,4.0,"Solar Power, Water Supply, Gas, Internet",12475845.0,16634.46
NRAS000202,SouthWest_Bauchi State_115 Crescent Lane,882563.0,5.0,6.0,PVC,42.20137148662394,1965.0,12.0,Gas,9377679.0,12503.572
NRAS000203,NorthWest_Enugu State_474 Broadway Road,249977.0,12.0,2.0,Plaster,27.3487252541014,2008.0,7.0,"Gas, Water Supply, Internet, Electricity, Solar Power",46042202.0,61389.602666666666
NRAS000204,SouthEast_Kaduna State_298 Broadway Road,367185.0,1.0,4.0,Wood,25.684199165125868,2022.0,7.0,"Water Supply, Electricity, Gas, Solar Power, Internet",30680506.0,40907.34133333333
NRAS000205,NorthWest_Benue State_245 Main Street,124887.0,15.0,3.0,Wood,15.4873360707977,1983.0,4.0,"Gas, Solar Power, Electricity, Internet",6135524.0,8180.698666666666
NRAS000206,SouthEast_Nasarawa State_399 Unity Avenue,526424.0,1.0,8.0,PVC,49.505068049963306,1994.0,5.0,Water Supply,14990970.0,19987.96
NRAS000207,NorthEast_Benue State_374 SDA Street,905918.0,6.0,5.0,Gypsum,20.92568914767703,1984.0,11.0,Electricity,9166975.0,12222.633333333331
NRAS000208,SouthWest_Kwara State_91 Broadway Road,833455.0,4.0,2.0,Gypsum,28.11534190463836,1964.0,1.0,"Gas, Water Supply, Internet, Electricity, Solar Power",16339024.0,21785.36533333333
NRAS000209,NorthWest_Osun State_200 Broadway Road,775502.0,9.0,6.0,Plaster,44.52185437047496,1968.0,5.0,"Internet, Gas, Solar Power, Water Supply, Electricity",40289921.0,53719.89466666667
NRAS000210,NorthEast_Taraba State_495 Broadway Road,512343.0,5.0,1.0,PVC,33.67626375586124,1958.0,12.0,"Solar Power, Internet, Electricity, Water Supply, Gas",44546690.0,59395.58666666667
NRAS000211,SouthWest_Sokoto State_487 SDA Street,608094.0,11.0,5.0,POP,25.217377378053744,2015.0,10.0,Electricity,19110010.0,25480.01333333333
NRAS000212,SouthWest_Imo State_466 SDA Street,631779.0,1.0,7.0,PVC,15.141349147267714,1984.0,11.0,Gas,45199827.0,60266.436
NRAS000213,NorthCentral_Yobe State_354 SDA Street,674852.0,3.0,9.0,Wood,36.55571050017425,1970.0,12.0,"Electricity, Gas",2042295.0,2723.06
NRAS000214,NorthEast_Kebbi State_253 Broadway Road,639754.0,2.0,5.0,POP,16.710638771616317,2012.0,12.0,"Solar Power, Electricity, Water Supply, Internet",38811410.0,51748.54666666667
NRAS000215,NorthWest_Ebonyi State_366 Crescent Lane,502003.0,2.0,6.0,Plaster,16.707524956017746,1996.0,8.0,"Solar Power, Electricity",19602254.0,26136.338666666667
NRAS000216,NorthCentral_Sokoto State_271 Crescent Lane,656592.0,9.0,7.0,Wood,49.0229010119829,2010.0,10.0,"Internet, Water Supply, Electricity, Solar Power",45206328.0,60275.104
NRAS000217,SouthWest_Benue State_56 Crescent Lane,169325.0,9.0,6.0,POP,17.96361301037892,2004.0,7.0,"Gas, Internet, Solar Power, Water Supply, Electricity",8178588.0,10904.784
NRAS000218,NorthWest_Ekiti State_462 Unity Avenue,161004.0,3.0,7.0,Plaster,41.89021213934011,1977.0,2.0,"Solar Power, Water Supply, Internet",14840987.0,19787.982666666667
NRAS000219,NorthCentral_Kogi State_176 Unity Avenue,449328.0,2.0,6.0,Gypsum,22.084065345666065,1999.0,5.0,"Gas, Electricity, Water Supply, Internet, Solar Power",40377282.0,53836.376
NRAS000220,SouthWest_Sokoto State_320 Main Street,660420.0,15.0,6.0,Plaster,28.18260520065899,1953.0,3.0,"Electricity, Solar Power, Internet, Gas",26679094.0,35572.12533333333
NRAS000221,NorthWest_Imo State_470 Main Street,309523.0,4.0,1.0,POP,36.08605748741255,1999.0,10.0,"Water Supply, Electricity, Gas",39801915.0,53069.22
NRAS000222,NorthEast_Bauchi State_232 SDA Street,409113.0,10.0,5.0,Gypsum,39.7503898950648,1975.0,7.0,"Water Supply, Gas",20114011.0,26818.68133333333
NRAS000223,NorthCentral_Enugu State_404 Unity Avenue,853371.0,9.0,7.0,Wood,45.52598322994599,1981.0,10.0,Electricity,37214735.0,49619.64666666667
NRAS000224,NorthWest_Kebbi State_338 Broadway Road,765982.0,3.0,1.0,Plaster,45.23562791312792,1979.0,7.0,"Water Supply, Solar Power, Internet, Electricity",47945427.0,63927.236
NRAS000225,NorthCentral_Kebbi State_254 Crescent Lane,712127.0,11.0,3.0,Wood,37.35635074730574,1996.0,12.0,"Internet, Water Supply, Solar Power, Electricity",30007181.0,40009.57466666667
NRAS000226,NorthWest_Abia State_426 Crescent Lane,691716.0,3.0,1.0,Plaster,49.560962513146265,1952.0,8.0,Internet,37905512.0,50540.68266666667
NRAS000227,NorthWest_Taraba State_105 Unity Avenue,969130.0,15.0,10.0,Gypsum,33.275787697385965,1984.0,7.0,"Internet, Gas, Electricity, Water Supply",31765510.0,42354.013333333336
NRAS000228,SouthWest_Zamfara State_16 Main Street,117045.0,7.0,4.0,Gypsum,32.471138160652714,1976.0,5.0,"Gas, Electricity, Internet",28017114.0,37356.152
NRAS000229,SouthEast_Benue State_365 Unity Avenue,911066.0,6.0,2.0,PVC,36.95254834315044,2013.0,11.0,"Water Supply, Internet, Solar Power, Gas",46845934.0,62461.24533333333
NRAS000230,NorthWest_Osun State_252 Main Street,487596.0,2.0,9.0,Plaster,49.09959070340899,1950.0,7.0,"Gas, Water Supply, Internet, Electricity, Solar Power",18400009.0,24533.34533333333
NRAS000231,SouthEast_Lagos State_199 SDA Street,232184.0,11.0,5.0,PVC,28.574796422302505,1985.0,2.0,"Solar Power, Internet, Gas",28664476.0,38219.30133333334
NRAS000232,NorthEast_Borno State_159 Unity Avenue,941665.0,11.0,4.0,PVC,12.155531432937185,1982.0,7.0,"Solar Power, Water Supply",34702481.0,46269.97466666667
NRAS000233,NorthEast_Kebbi State_234 Broadway Road,572200.0,8.0,9.0,Wood,49.18129590925775,1957.0,3.0,"Water Supply, Electricity, Solar Power",18950478.0,25267.304
NRAS000234,NorthWest_Borno State_479 Crescent Lane,886029.0,2.0,10.0,POP,20.92704213323625,2003.0,4.0,"Gas, Water Supply, Internet",31657758.0,42210.344
NRAS000235,NorthCentral_Sokoto State_187 Broadway Road,746917.0,5.0,8.0,POP,13.254997285153838,2025.0,5.0,Solar Power,47970387.0,63960.516
NRAS000236,NorthCentral_Nasarawa State_12 Unity Avenue,880285.0,7.0,8.0,POP,13.614299101752875,1955.0,6.0,Internet,48158882.0,64211.84266666666
NRAS000237,NorthCentral_Kwara State_142 Unity Avenue,444320.0,3.0,8.0,Wood,48.88346656419414,1950.0,6.0,Internet,26048771.0,34731.69466666667
NRAS000238,SouthWest_Osun State_23 Main Street,517890.0,9.0,4.0,Gypsum,42.555687998986215,2019.0,4.0,Water Supply,49482265.0,65976.35333333333
NRAS000239,NorthWest_Taraba State_285 Main Street,398393.0,15.0,9.0,Gypsum,42.20026640545271,1989.0,7.0,"Internet, Gas, Water Supply",13362553.0,17816.737333333334
NRAS000240,SouthWest_Anambra State_334 SDA Street,197895.0,11.0,10.0,Plaster,30.566819399534488,1976.0,4.0,Gas,35180255.0,46907.00666666667
NRAS000241,SouthWest_Anambra State_106 Main Street,203414.0,12.0,4.0,Gypsum,24.54066328316747,1979.0,5.0,Solar Power,27198284.0,36264.37866666666
NRAS000242,NorthEast_Kebbi State_422 Crescent Lane,988870.0,14.0,6.0,Plaster,20.356234891534307,2001.0,10.0,"Solar Power, Electricity, Gas",19771163.0,26361.550666666662
NRAS000243,SouthWest_Ondo State_117 Main Street,561423.0,2.0,1.0,Wood,35.7466617144394,1951.0,8.0,"Water Supply, Gas, Internet, Solar Power, Electricity",11592891.0,15457.188
NRAS000244,NorthCentral_Ondo State_189 Crescent Lane,727844.0,14.0,2.0,Plaster,25.035812722298108,2022.0,8.0,"Water Supply, Solar Power",8926205.0,11901.606666666668
NRAS000245,NorthEast_Taraba State_99 SDA Street,522417.0,3.0,2.0,POP,19.10917146951164,1975.0,10.0,"Internet, Gas, Water Supply, Electricity, Solar Power",13456888.0,17942.517333333333
NRAS000246,NorthEast_Kebbi State_371 Broadway Road,466556.0,14.0,9.0,Plaster,40.407423338334574,1972.0,10.0,"Water Supply, Internet, Solar Power",48605336.0,64807.11466666667
NRAS000247,NorthCentral_Sokoto State_203 Unity Avenue,861126.0,8.0,3.0,PVC,12.528189473070448,1962.0,2.0,"Water Supply, Solar Power, Electricity, Internet",14793546.0,19724.728
NRAS000248,NorthWest_Oyo State_484 Crescent Lane,325070.0,8.0,5.0,POP,48.28557426229224,1982.0,8.0,"Gas, Solar Power, Water Supply, Electricity, Internet",4738116.0,6317.488
NRAS000249,NorthWest_Ondo State_2 Broadway Road,348395.0,14.0,3.0,PVC,44.05324380729839,1960.0,8.0,"Electricity, Internet",19793489.0,26391.318666666662
NRAS000250,NorthWest_Enugu State_201 Unity Avenue,998436.0,9.0,4.0,POP,43.45666831162627,1984.0,9.0,"Internet, Electricity",8455944.0,11274.592
NRAS000251,NorthCentral_Plateau State_368 Main Street,134173.0,4.0,6.0,Wood,48.70413537699368,1987.0,2.0,"Solar Power, Electricity",47193960.0,62925.28
NRAS000252,NorthEast_Kwara State_172 Crescent Lane,364203.0,15.0,2.0,Gypsum,49.337141950399,1998.0,10.0,"Water Supply, Gas, Electricity",24643335.0,32857.78
NRAS000253,NorthWest_Osun State_434 SDA Street,521090.0,3.0,6.0,Plaster,37.79385655510028,2022.0,10.0,"Electricity, Water Supply",42603064.0,56804.085333333336
NRAS000254,SouthWest_Kano State_207 Unity Avenue,236772.0,13.0,2.0,PVC,21.337945279393267,2022.0,4.0,"Electricity, Gas, Water Supply",4418859.0,5891.812
NRAS000255,NorthEast_Taraba State_294 SDA Street,749444.0,10.0,8.0,PVC,37.952883350618336,1972.0,11.0,"Electricity, Solar Power, Water Supply",8649741.0,11532.988
NRAS000256,NorthCentral_Enugu State_412 SDA Street,302413.0,7.0,2.0,Plaster,20.0415523091992,2005.0,9.0,Solar Power,49620834.0,66161.112
NRAS000257,NorthEast_Kogi State_274 SDA Street,993398.0,11.0,8.0,Wood,36.99571326907821,2003.0,6.0,Internet,45735707.0,60980.94266666667
NRAS000258,SouthEast_Kebbi State_265 SDA Street,485615.0,13.0,5.0,Plaster,18.638539990380607,1963.0,1.0,"Electricity, Solar Power",24927246.0,33236.328
NRAS000259,NorthWest_Abia State_238 Main Street,476487.0,2.0,5.0,PVC,41.22060299414897,2021.0,1.0,"Water Supply, Internet, Gas",18718422.0,24957.896
NRAS000260,SouthWest_Kebbi State_204 Crescent Lane,878376.0,9.0,2.0,Wood,24.21401149426199,1995.0,2.0,"Gas, Internet, Electricity, Water Supply, Solar Power",3067474.0,4089.9653333333335
NRAS000261,SouthWest_Lagos State_389 Crescent Lane,919576.0,15.0,1.0,Plaster,33.47318384730472,1958.0,4.0,"Water Supply, Internet, Gas",14503471.0,19337.961333333333
NRAS000262,NorthWest_Ekiti State_53 Unity Avenue,476060.0,3.0,7.0,Gypsum,36.07497299313322,1968.0,8.0,Solar Power,16707094.0,22276.125333333333
NRAS000263,SouthWest_Adamawa State_329 Broadway Road,280289.0,7.0,5.0,POP,14.841746133118384,1979.0,7.0,"Gas, Internet, Electricity",15704353.0,20939.13733333333
NRAS000264,NorthWest_Sokoto State_288 Crescent Lane,101286.0,12.0,7.0,Plaster,28.25014289944306,2003.0,5.0,"Electricity, Gas, Solar Power, Water Supply",33521852.0,44695.80266666667
NRAS000265,NorthCentral_Zamfara State_419 Broadway Road,863611.0,15.0,3.0,Plaster,32.94922236055477,1965.0,11.0,Gas,30823110.0,41097.48
NRAS000266,NorthCentral_Yobe State_220 Unity Avenue,825080.0,2.0,2.0,Wood,40.73575829899439,2025.0,2.0,"Water Supply, Solar Power, Gas, Internet",4603638.0,6138.184
NRAS000267,NorthEast_Kebbi State_203 Main Street,338933.0,14.0,4.0,Wood,48.87450947704425,1957.0,2.0,Electricity,43345069.0,57793.42533333333
NRAS000268,SouthEast_Adamawa State_428 SDA Street,445455.0,6.0,3.0,Gypsum,44.36299058647189,2021.0,4.0,"Internet, Water Supply, Electricity",13457661.0,17943.548
NRAS000269,SouthEast_Ekiti State_253 Broadway Road,482660.0,13.0,2.0,Gypsum,17.05334736311929,1968.0,12.0,"Internet, Water Supply",43036930.0,57382.57333333333
NRAS000270,NorthWest_Yobe State_339 Crescent Lane,382759.0,2.0,5.0,Wood,43.33992710727285,1969.0,5.0,Gas,31594229.0,42125.638666666666
NRAS000271,NorthCentral_Zamfara State_24 Broadway Road,253081.0,9.0,4.0,PVC,42.44944004090669,1997.0,12.0,"Internet, Solar Power, Electricity",23826744.0,31768.992
NRAS000272,NorthWest_Ekiti State_316 Crescent Lane,844950.0,7.0,10.0,Plaster,16.883663999568412,2008.0,9.0,"Gas, Internet",28852138.0,38469.51733333334
NRAS000273,NorthEast_Lagos State_38 Broadway Road,855776.0,7.0,10.0,POP,12.123081703822503,1992.0,5.0,"Electricity, Gas, Internet",38394276.0,51192.368
NRAS000274,NorthWest_Yobe State_46 Unity Avenue,943023.0,8.0,8.0,Gypsum,22.04527520946446,1998.0,12.0,"Water Supply, Electricity",24836789.0,33115.71866666667
NRAS000275,NorthWest_Adamawa State_279 Main Street,671455.0,14.0,8.0,Gypsum,38.35776813130198,1952.0,1.0,"Electricity, Internet",34920446.0,46560.59466666666
NRAS000276,SouthEast_Osun State_103 Unity Avenue,460894.0,10.0,8.0,Gypsum,34.53241961723917,1962.0,10.0,"Electricity, Water Supply, Solar Power",47544057.0,63392.076
NRAS000277,SouthEast_Plateau State_455 Crescent Lane,570595.0,9.0,3.0,Wood,28.96078614272449,2000.0,9.0,"Water Supply, Internet",37391217.0,49854.956
